cricinfo_id,name,full_name,country,dob,batting_style,bowling_style
774217,Clint Hinchliffe,Clinton Desmond Hinchliffe,Australia,1996-10-23,Left-hand bat,Left-arm wrist-spin
914171,Qais Ahmad,Qais Ahmad Kamawal,Afghanistan,2000-08-15,Right-hand bat,Legbreak
712219,Zahir Khan,Zahir Khan  Pakteen,Afghanistan,1998-12-20,Left-hand bat,Left-arm wrist-spin
1163855,Hayden Kerr,Hayden Lewis Kerr,Australia,1996-07-10,Right-hand bat,Left-arm fast-medium
473191,Richard Gleeson,Richard James Gleeson,England,1987-12-02,Right-hand bat,Right-arm fast-medium
1161606,Haris Rauf,Haris Rauf,Pakistan,1993-11-07,Right-hand bat,Right-arm fast
826915,Nathan Ellis,Nathan Ellis,Australia,1994-09-22,Right-hand bat,Right-arm fast-medium
439952,Chris Morris,Christopher Henry Morris,South Africa,1987-04-30,Right-hand bat,Right-arm fast-medium
555855,Harry Conway,Harry Nicholas Alexander Conway,Australia,1992-09-17,Right-hand bat,Right-arm fast-medium
47492,Dale Steyn,Dale Willem Steyn,South Africa,1983-06-27,Right-hand bat,Right-arm fast
1076722,Will Sutherland,William James Sutherland,Australia,1999-10-27,Right-hand bat,Right-arm medium-fast
403902,Liam Livingstone,Liam Stephen Livingstone,England,1993-08-04,Right-hand bat,Right-arm offbreak
18632,Samit Patel,Samit Rohit Patel,England,1984-11-30,Right-hand bat,Slow left-arm orthodox
1125317,Lance Morris,Lance Richard Thomas Morris,Australia,1998-03-28,Right-hand bat,Right-arm fast
892749,Tim David,Timothy Hays David,Australia,1996-03-16,Right-hand bat,Right-arm offbreak
1088618,Jonathan Merlo,Jonathan Adam Merlo,Australia,1998-12-15,Right-hand bat,Right-arm medium-fast
1206623,Dilbar Hussain,Dilbar Hussain,Pakistan,1993-02-20,Right-hand bat,Right-arm fast-medium
46538,Morne Morkel,Morne Morkel,South Africa,1984-10-06,Left-hand bat,Right-arm fast
330235,Malan Morkel,Malan Morkel,South Africa,NA,NA,NA
1088612,Zak Evans,Zak Kai Evans,Australia,2000-03-26,Right-hand bat,Right-arm medium-fast
51862,Andre Fletcher,Andre David Stephon Fletcher,West Indies,1987-11-28,Right-hand bat,Right-arm medium-fast
1050545,Xavier Bartlett,Xavier Colin Bartlett,Australia,1998-12-17,Right-hand bat,Right-arm fast-medium
1210733,Jack Wood,Jack P Wood,Australia,1996-10-01,Right-hand bat,Left-arm wrist-spin
641423,Dan Lawrence,Daniel William Lawrence,England,1997-07-12,Right-hand bat,Right-arm offbreak
1191384,Peter Hatzoglou,Peter Hatzoglou,Australia,1998-11-27,Right-hand bat,Legbreak googly
1170471,Tanveer Sangha,Tanveer Singh Sangha,Australia,2001-11-26,Right-hand bat,Legbreak
339383,Shashikant Sanghani,Shashikant Jadva Sanghani,Kenya,1969-06-24,Left-hand bat,Slow left-arm orthodox
211748,Benny Howell,Benny Alexander Cameron Howell,England,1988-10-05,Right-hand bat,Right-arm medium
901155,Liam Hatcher,Liam Conor Hatcher,Australia,1996-09-17,Right-hand bat,Right-arm fast-medium
310107,Danny Briggs,Danny Richard Briggs,England,1991-04-30,Right-hand bat,Slow left-arm orthodox
897549,Will Jacks,William George Jacks,England,1998-11-21,Right-hand bat,Right-arm offbreak
677081,Keemo Paul,Keemo Mandela Angus Paul,West Indies,1998-02-21,Right-hand bat,Right-arm fast-medium
1182529,Noor Ahmad,Noor Ahmad Lakanwal,Afghanistan,2005-01-03,Right-hand bat,Left-arm wrist-spin
1076376,Liam Scott,Liam Alexander Hamilton Scott,Australia,2000-12-12,Right-hand bat,Right-arm fast-medium
391485,Jason Holder,Jason Omar Holder,West Indies,1991-11-05,Right-hand bat,Right-arm medium-fast
450860,Adam Milne,Adam Fraser Milne,New Zealand,1992-04-13,Right-hand bat,Right-arm fast
227758,Imad Wasim,Syed Imad Wasim,Pakistan,1988-12-18,Left-hand bat,Slow left-arm orthodox
362201,Lewis Gregory,Lewis Gregory,England,1992-05-24,Right-hand bat,Right-arm medium-fast
298197,Matthew Parker,Matthew Archibald Parker,Scotland,1990-03-02,Left-hand bat,Right-arm medium-fast
1216350,Wil Parker,Wil Brian Parker,Australia,2002-05-29,Right-hand bat,Legbreak googly
709675,James Bazley,James J Bazley,Australia,1995-04-08,Right-hand bat,Right-arm fast-medium
1080727,Brianna Perry,Brianna M Perry,New Zealand,NA,NA,NA
1088619,Mitchell Perry,Mitchell John Perry,Australia,2000-04-27,Left-hand bat,Right-arm fast-medium
414990,Jake Ball,Jacob Timothy Ball,England,1991-03-14,Right-hand bat,Right-arm fast-medium
825211,Ryan Gibson,Ryan James Gibson,Australia,1993-12-30,Right-hand bat,Right-arm medium
1213979,Mitchell Owen,Mitchell J Owen,Australia,2001-09-16,Right-hand bat,Right-arm medium
1168049,Jake Fraser-McGurk,Jake Matthew Fraser-McGurk,Australia,2002-04-11,Right-hand bat,Legbreak googly
1219974,Sam Elliott,Samuel M Elliott,Australia,2000-02-18,Right-hand bat,Right-arm medium
1291729,Syed Faridoun,Syed Faridoun Mahmood,Pakistan,2001-05-15,Right-hand bat,Left-arm wrist-spin
1219972,Brody Couch,Brody L Couch,Australia,1999-12-05,Left-hand bat,Right-arm medium
858435,Liam Guthrie,Liam Christopher James Guthrie,Australia,1997-04-09,Left-hand bat,Left-arm fast
643433,George Garton,George Henry Simmons Garton,England,1997-04-15,Left-hand bat,Left-arm fast
461632,Reece Topley,Reece James William Topley,England,1994-02-21,Right-hand bat,Left-arm fast-medium
902907,Tom Lammonby,Thomas Alexander Lammonby,England,2000-06-02,Left-hand bat,Left-arm medium-fast
1170469,Josh Kann,Josh Kann,Australia,1999-11-15,Right-hand bat,Right-arm fast
685319,Thomas Kannemeyer,Thomas James Kannemeyer,South Africa,1988-10-21,Right-hand bat,Right-arm fast-medium
643885,Saqib Mahmood,Saqib Mahmood,England,1997-02-25,Right-hand bat,Right-arm fast-medium
766809,Jordan Thompson,Jordan Aaron Thompson,England,1996-10-09,Left-hand bat,Right-arm medium-fast
1062338,Xavier Crone,Xavier Alexander Crone,Australia,1997-12-19,Right-hand bat,Right-arm fast-medium
1158100,Mohammad Hasnain,Mohammad Hasnain,Pakistan,2000-04-05,Right-hand bat,Right-arm fast
41327,Mohammad Hasnain,Mohammad Hasnain,Pakistan,1975-10-20,Right-hand bat,Right-arm fast
1249564,Ahmed Daniyal,Ahmed Daniyal,Pakistan,1997-07-03,Right-hand bat,Right-arm medium-fast
781297,James Seymour,James Seymour,Australia,1992-03-13,Left-hand bat,Right-arm offbreak
774211,David Grant,David Malcolm Kerr Grant,Australia,1997-05-24,Right-hand bat,Right-arm fast-medium
499488,Ronan McDonald,Ronan Henry McDonald,Australia,1992-06-30,Right-hand bat,Right-arm fast-medium
1292751,Will Prestwidge,William Alexander Prestwidge,Australia,2002-01-15,Left-hand bat,Right-arm fast
1223053,Steven McGiffin,Steven McGiffin,Australia,1997-04-16,Right-hand bat,Right-arm medium
826679,Sam Heazlett,Samuel Daly Heazlett,Australia,1995-09-12,Left-hand bat,Slow left-arm orthodox
1295979,Will Sanders,Will Sanders,Australia,NA,Right-hand bat,Right-arm fast
297482,Ben Sanderson,Ben William Sanderson,England,1989-01-03,Right-hand bat,Right-arm medium-fast
1089962,Patrick Dooley,Patrick Gabriel Dooley,Australia,1997-05-17,Left-hand bat,Left-arm wrist-spin
1484711,Tracey Murphy,Tracey Murphy,England,NA,NA,NA
1193685,Todd Murphy,Todd Raymond Murphy,Australia,2000-11-15,Left-hand bat,Right-arm offbreak
1124290,Nathan McSweeney,Nathan A McSweeney,Australia,1999-03-08,Right-hand bat,Right-arm offbreak
974175,Fazalhaq Farooqi,Fazalhaq Farooqi,Afghanistan,2000-09-22,Right-hand bat,Left-arm fast-medium
277912,Trent Boult,Trent Alexander Boult,New Zealand,1989-07-22,Right-hand bat,Left-arm fast-medium
226318,Greg Wood,Gregory Luke Wood,England,1988-12-02,Left-hand bat,NA
573170,Luke Wood,Luke Wood,England,1995-08-02,Left-hand bat,Left-arm fast-medium
8246,Bill Woodfull,William Maldon Woodfull,Australia,1897-08-22,Right-hand bat,NA
1076473,Izharulhaq Naveed,Izharulhaq Naveed,Afghanistan,2003-11-10,Right-hand bat,Legbreak
55395,Colin de Grandhomme,Colin de Grandhomme,New Zealand,1986-07-22,Right-hand bat,Right-arm medium-fast
288617,Ross Whiteley,Ross Andrew Whiteley,England,1988-09-13,Left-hand bat,Left-arm medium
530812,Akeal Hosein,Akeal Jerome Hosein,West Indies,1993-04-25,Left-hand bat,Slow left-arm orthodox
793447,Naveen-ul-Haq,Naveen-ul-Haq Murid,Afghanistan,1999-09-23,Right-hand bat,Right-arm medium-fast
355269,James Neesham,James Douglas Sheahan Neesham,New Zealand,1990-09-17,Left-hand bat,Right-arm medium-fast
51648,Owen Davies,Owen Davies,West Indies,NA,NA,NA
681117,Faheem Ashraf,Faheem Ashraf,Pakistan,1994-01-16,Left-hand bat,Right-arm medium
1176051,Sajjad Hossain,Sajjad Hossain,Bangladesh,1989-03-12,Left-hand bat,Right-arm offbreak
323223,Ravi Jangid,Ravi Jangid,India,1987-06-03,Left-hand bat,Slow left-arm orthodox
279676,Vijay Boon,Vijay Boon,India,1981-09-17,Right-hand bat,NA
341159,Balkrishna Jadeja,Balkrishna Nirubha Jadeja,India,1987-10-25,Right-hand bat,Left-arm medium
279555,Sajad Sofi,Sajad Sofi,India,1986-12-09,Right-hand bat,NA
1254584,Jamie Thomas,Jamie Thomas,Australia,NA,NA,NA
798119,Tejal Hasabnis,Tejal Sanjay Hasabnis,India,1997-08-16,Right-hand bat,Right-arm offbreak
1444109,Aaditya Varadarajan,Aaditya Varadarajan,Canada,1991-07-24,Left-hand bat,Right-arm medium
1484757,Aaishah Amjad,Aaishah Amjad,England,NA,NA,NA
598980,Aamer Ijaz,Aamer Ijaz,Pakistan,1984-12-01,Right-hand bat,NA
793441,Aamer Jamal,Aamer Jamal,Pakistan,1996-07-05,Right-hand bat,Right-arm medium-fast
39324,Aamer Sajjad,Aamer Sajjad,Pakistan,1981-02-05,Right-hand bat,Right-arm offbreak
38970,Aaqib Javed,Aaqib Javed,Pakistan,1972-08-05,Right-hand bat,Right-arm fast-medium
1505665,Aarav Mahajan,Aarav Mahajan,India,2006-06-25,Right-hand bat,Right-arm offbreak
1198877,Abdullah Akbarjan,Abdullah Akbarjan,Austria,1990-01-01,Left-hand bat,Slow left-arm orthodox
394867,Abdullah Jan,Abdullah Jan,Pakistan,1990-01-05,Right-hand bat,NA
1159860,Abdullah Jasat,Abdullah Bham Jasat,Panama,1994-07-17,Right-hand bat,Left-arm medium
1271987,Abdulmalik Jabarkhel,Abdulmalik Jabarkhel,France,2003-04-25,Right-hand bat,NA
313526,Abdul Jabbar,Abdul Jabbar Chaudrey,Canada,1983-03-01,Right-hand bat,Right-arm medium
448241,Abdul Jabbar,Abdul Jabbar,Pakistan,1987-04-24,Right-hand bat,Right-arm offbreak
1193008,Abdul Jabbar,Abdul Jabbar,Qatar,1971-01-01,NA,NA
1204125,Abhijeet Ahuja,Abhijeet Deepak Ahuja,Hungary,1987-01-16,Right-hand bat,Right-arm medium
1204126,Abhishek Ahuja,Abhishek Deepak Ahuja,Hungary,1985-08-07,Right-hand bat,Right-arm offbreak
410763,Abu Jayed,Abu Jayed Chowdhury,Bangladesh,1993-08-02,Right-hand bat,Right-arm fast-medium
24978,Adeel Raja,Mohammad Adeel Khalid Raja,Netherlands,1980-08-15,Right-hand bat,Right-arm offbreak
1300584,Aditya Jadeja,Aditya Jadeja,India,2002-03-18,Left-hand bat,Left-arm medium
26507,Aditya Jain,Aditya Jain,India,1986-06-11,Right-hand bat,NA
266315,Afjalur Rahman,Afjalur Rahman,Bangladesh,1968-07-22,NA,NA
1434170,Pooja Agarwal,Pooja Narendra Agarwal,Luxembourg,1994-02-18,Right-hand bat,NA
39463,Agha Javed,Agha Javed,Pakistan,1969-05-30,Right-hand bat,Right-arm fast-medium
1399355,Jay Ahir,Jay Kumar Chetanbhai Ahir,Panama,2001-07-06,Right-hand bat,Right-arm offbreak
213076,Jahid Ahmed,Jahid Sheikh Ahmed,England,1986-02-20,Right-hand bat,Right-arm medium-fast
1125687,Rajjakuddin Ahmed,Rajjakuddin Kutubuddin Ahmed,India,1995-09-02,Right-hand bat,Right-arm medium
434662,Ahmed Jamal,Ahmed Jamal,Pakistan,1988-09-03,Right-hand bat,NA
317256,Ahsan Jamil,Mirza Ahsan Jamil Baig,Pakistan,1992-10-06,Right-hand bat,Left-arm wrist-spin
463056,Kaushal Kumar,Kaushal Kumar Ahuja,Mexico,1978-11-10,Right-hand bat,Right-arm medium
1255560,Kanika Ahuja,Kanika S Ahuja,India,2002-08-07,Left-hand bat,Right-arm offbreak
1081218,Suraj Ahuja,Suraj Ajya Ahuja,India,1999-09-23,Right-hand bat,NA
25661,Aijaz Ali,Aijaz Ali,United States of America,1968-06-20,Right-hand bat,Right-arm medium-fast
54982,Aisha Jalil,Aisha Jalil,Pakistan,1980-09-17,NA,NA
554202,Ajatshatru Singh,Ajatshatru Singh,India,1992-09-17,Right-hand bat,Right-arm medium
1511696,Ajay Kumar,Ajay Kumar,United Arab Emirates,1997-04-01,Right-hand bat,Left-arm fast
481047,Ajay Kumar,Mallireddy Ajay Kumar,India,1989-12-12,Right-hand bat,Right-arm medium
923639,Kukna Ajay Singh,Kukna Ajay Singh,India,1996-12-13,Left-hand bat,Slow left-arm orthodox
594021,Ajay Verma,Ajay Verma,India,1962-12-26,Right-hand bat,NA
1163144,Ajaz Patel,Ajaz Patel,Lesotho,2002-03-04,Left-hand bat,Slow left-arm orthodox
1203669,Akif Javed,Akif Javed,Pakistan,2000-10-10,Right-hand bat,Left-arm medium-fast
681067,Akif Raja,Raja Akifullah Khan,United Arab Emirates,1992-11-24,Left-hand bat,Right-arm medium-fast
1161581,S Akshay Jain,S Akshay Jain,India,1992-12-18,Right-hand bat,Slow left-arm orthodox
1307967,Janet Alaare,Janet Alaare,Ghana,1989-12-31,Right-hand bat,Right-arm medium-fast
36175,Jack Alabaster,John Chaloner Alabaster,New Zealand,1930-07-11,Right-hand bat,Legbreak googly
1479982,Fatimah Albanjari,Fatimah Zahra Albanjari,Indonesia,2003-11-12,Right-hand bat,Right-arm medium
1360162,Jacob Albertze,Jacob Daniel Theunis Albertze,Bermuda,1985-03-22,Right-hand bat,NA
1267508,Jacob Albin,Jacob Albin,Bulgaria,1998-06-23,Right-hand bat,Right-arm medium-fast
1072586,Jarred Alder,Jarred Alder,South Africa,1998-07-14,Right-hand bat,NA
1476261,Jaco Alexander,Jaco Alexander,Falkland Islands,1982-02-15,Right-hand bat,Right-arm medium
24687,Rajab Ali,Rajab Wazir Ali,Kenya,1965-11-19,Right-hand bat,Right-arm medium-fast
48207,Ajith Alirajah,Ajith Christopher Alirajah,Sri Lanka,1968-09-25,Right-hand bat,Right-arm medium
274007,Ali Jawad,Ali Jawad,Pakistan,1988-10-19,Left-hand bat,Legbreak
1326486,Jarryd Allan,Jarryd David Allan,Vanuatu,1990-11-18,Right-hand bat,NA
893369,Jaimin Allen,Jaimin Allen,Brazil,1985-08-23,Right-hand bat,Right-arm medium-fast
1282072,Jade Allen,Jade Elizabeth Allen,Australia,2003-11-13,Right-hand bat,Legbreak
256484,Al Maseera Jahangir,Al Maseera Jahangir,United Arab Emirates,2008-06-11,Right-hand bat,Right-arm offbreak
1207340,Jamie Aly,Jamie Cheia Aly,Malawi,1966-09-16,NA,NA
1437202,Amal Jacob,Amal Jacob,Hungary,1994-01-19,Right-hand bat,Slow left-arm orthodox
1429906,Oyunsuvd Amarjargal,Oyunsuvd Amarjargal,Mongolia,2007-08-18,Right-hand bat,Right-arm medium
1499369,Amaya Rajapaksha,Tharushi Amaya Bandara Rajapaksha Rathnayaka Mudiyanselage,Italy,2010-05-24,Right-hand bat,Legbreak googly
48118,Jayantha Amerasinghe,Amerasinghe Mudalige Jayantha Gamini Amerasinghe,Sri Lanka,1954-02-02,Right-hand bat,Slow left-arm orthodox
332980,Charles Amini,Charles Jordan Alewa Amini,Papua New Guinea,1992-04-14,Left-hand bat,Legbreak
1500157,Amir Javed,Amir Javed,Austria,1983-08-13,NA,NA
39745,Amjad Ali,Amjad Ali,United Arab Emirates,1979-09-25,Left-hand bat,Legbreak
25613,Amjad Javed,Amjad Javed,United Arab Emirates,1980-07-05,Right-hand bat,Right-arm medium
663413,Amjad Khan,Amjad Gul Khan,United Arab Emirates,1989-02-25,Right-hand bat,Legbreak
554068,Amjad Mahboob,Amjad Mahboob,Singapore,1981-02-16,Right-hand bat,Right-arm medium
1194056,Amjad Sher,Amjad Sher,Finland,1986-11-11,Right-hand bat,Right-arm medium
223446,Amjad Waqas,Amjad Waqas,Pakistan,1983-03-22,Left-hand bat,Slow left-arm orthodox
1050053,Amna Jamal,Amna Jamal,Singapore,1988-04-07,Right-hand bat,Right-arm offbreak
376245,Jagrit Anand,Jagrit Anand,India,1989-07-15,Left-hand bat,Right-arm medium
26797,Anand Rajan,Anand Rajan,India,1987-04-17,Right-hand bat,Right-arm medium
914477,Thursaanth Anantharajah,Thursaanth Anantharajah,Canada,1996-12-16,Left-hand bat,Legbreak
362044,Jason Anderson,Jason Anderson,Bermuda,1979-02-17,Right-hand bat,NA
8608,James Anderson,James Michael Anderson,England,1982-07-30,Left-hand bat,Right-arm fast-medium
1143148,Andre Jarju,Andre Jarju,Gambia,1992-12-13,Right-hand bat,Right-arm medium
779619,Anjali Chand,Anjali Chand,Nepal,1995-09-16,Right-hand bat,Right-arm offbreak
960673,Anjali Sarvani,Kesavarajugari Anjali Sarvani,India,1997-08-28,Left-hand bat,Left-arm medium
1434194,Anjali Soni,Anjali Soni,Belgium,1985-05-23,Right-hand bat,Right-arm medium
1257784,Gihan Anjana,Gihan Anjana Waligamage,Sri Lanka,1999-06-05,Left-hand bat,Slow left-arm orthodox
1175614,Hasindu Anjana,Hasindu Anjana,Sri Lanka,NA,NA,NA
23800,Soham Anjaria,Soham Anjaria,Canada,1985-08-03,Right-hand bat,Slow left-arm orthodox
1082745,Anjar Tadarus,Muhammad Anjar Tadarus,Indonesia,1985-02-01,Right-hand bat,Right-arm medium-fast
316306,Ansar Javed,Ansar Javed,Pakistan,1980-10-23,Right-hand bat,Left-arm fast-medium
8923,James Anyon,James Edward Anyon,England,1983-05-05,Left-hand bat,Right-arm fast-medium
24857,Flavian Aponso,Goniamalimage John Anthony Flavian Aponso,Netherlands,1952-10-28,Left-hand bat,Right-arm offbreak
716687,Aqib Javed,Mohammad Aqib Javed,Pakistan,1997-02-05,Left-hand bat,Slow left-arm orthodox
960369,Armaan Jaffer,Armaan Jaffer,India,1998-10-25,Right-hand bat,Right-arm offbreak
1447747,Stella Arooja,Stella Mary Arooja,Malta,1989-01-01,Right-hand bat,Right-arm offbreak
1320549,Arslan Amjad,Arslan Amjad,Estonia,1991-05-04,Right-hand bat,Right-arm medium
26291,Jagadeesh Arunkumar,Jagadeesh Arunkumar,India,1975-01-18,Right-hand bat,Right-arm offbreak
1512065,Asif Javed,Asif Javed Basher Ahmed,Bahrain,1992-06-05,Right-hand bat,Right-arm medium
1475816,Aslan Jafri,Aslan Jafri,Singapore,2007-01-12,Left-hand bat,Slow left-arm orthodox
1295842,Campbell Kellaway,Campbell James Kellaway,Australia,2002-11-01,Left-hand bat,Slow left-arm orthodox
4613,Alan Connolly,Alan Norman Connolly,Australia,1939-06-29,Right-hand bat,Right-arm fast-medium
1210488,Cooper Connolly,Cooper Patrick Leonard Connolly,Australia,2003-08-22,Left-hand bat,Slow left-arm orthodox
257505,Joe Connolly,Joe Connolly,Ireland,NA,NA,NA
696849,Jonathan Connolly,Jonathan M Connolly,Zimbabwe,2000-03-01,Right-hand bat,Right-arm medium
776695,Matt Critchley,Matthew James J Critchley,England,1996-08-13,Right-hand bat,Legbreak
494838,Ruwantha Kellepotha,Ruwantha Prasad Kellepotha,Sri Lanka,1991-07-13,Right-hand bat,Legbreak
1123718,Spencer Johnson,Spencer Henry Johnson,Australia,1995-12-16,Left-hand bat,Left-arm fast
362710,David Payne,David Alan Payne,England,1991-02-15,Right-hand bat,Left-arm fast-medium
1205981,Corey Rocchiccioli,Corey J Rocchiccioli,Australia,1997-10-08,Right-hand bat,Right-arm offbreak
1215848,Ross Pawson,Ross Robert Pawson,Australia,1994-11-15,Right-hand bat,Right-arm fast-medium
457279,Olly Stone,Oliver Peter Stone,England,1993-10-09,Right-hand bat,Right-arm fast
647667,Usama Mir,Usama Mir,Pakistan,1995-12-23,Right-hand bat,Legbreak
211855,Liam Dawson,Liam Andrew Dawson,England,1990-03-01,Right-hand bat,Slow left-arm orthodox
909225,Paul Walter,Paul Ian Walter,England,1994-05-28,Left-hand bat,Left-arm medium
1088610,Jack Edwards,Jack Richard Edwards,Australia,2000-04-19,Right-hand bat,Right-arm medium
332951,Juari Edwards,Juari Edwards,West Indies,1982-09-28,NA,NA
12675,Neil Edwards,Neil James Edwards,England,1983-10-14,Left-hand bat,Right-arm medium
5126,Wally Edwards,Walter John Edwards,Australia,1949-12-23,Left-hand bat,Legbreak
277662,Corey Anderson,Corey James Anderson,United States of America,1990-12-13,Left-hand bat,Left-arm medium-fast
36189,Carl Anderson,Carl James Anderson,New Zealand,1977-10-04,Right-hand bat,Slow left-arm orthodox
1272475,Zaman Khan,Zaman Khan,Pakistan,2001-09-10,Right-hand bat,Right-arm fast
1337527,Hamish McKenzie,Hamish McKenzie,Australia,1999-09-21,Left-hand bat,Left-arm wrist-spin
1490835,Micah McKenzie,Micah KQS McKenzie,West Indies,2007-01-18,Right-hand bat,Legbreak
510530,Jamie Overton,Jamie Overton,England,1994-04-10,Right-hand bat,Right-arm fast
1079380,Nikhil Chaudhary,Nikhil Chaudhary,Australia,1996-05-04,Right-hand bat,Legbreak googly
1304286,Fergus O'Neill,Fergus Patrick O’Neill,Australia,2001-01-27,Right-hand bat,Right-arm medium-fast
1119438,Flavia Odhiambo,Flavia Odhiambo,Kenya,2001-01-28,Right-hand bat,Right-arm medium
1452274,Freddie Ogilby,Freddie Ogilby,Ireland,2007-08-10,Right-hand bat,NA
54661,Cheraldine Oudolf,Cheraldine Fredrika Francina Oudolf,Netherlands,1980-05-04,Right-hand bat,Right-arm medium-fast
1185796,Frederique Overdijk,Frederique Overdijk,Netherlands,2000-12-04,Right-hand bat,Right-arm medium
38065,NA,NA,NA,NA,NA,NA
1345807,Toby Gray,Toby William Gray,Australia,2001-10-16,Right-hand bat,Legbreak
1492928,Hassan Khan,Mohammad Hassan Khan,Germany,2002-04-21,Left-hand bat,Right-arm offbreak
959789,Hassan Khan,Mohammad Hassan Khan,Pakistan,1998-10-16,Right-hand bat,Slow left-arm orthodox
1058795,Hassan Khan Mohammad,Hassan Khan Mohammad,Hong Kong,2000-09-06,Right-hand bat,Right-arm medium
1462831,Mohammad Hassan Khan,Mohammad Hassan Khan,Pakistan,2008-07-23,Left-hand bat,Slow left-arm orthodox
493773,Lockie Ferguson,Lachlan Hammond Ferguson,New Zealand,1991-06-13,Right-hand bat,Right-arm fast
670013,Fabian Allen,Fabian Anthony Allen,West Indies,1995-05-07,Right-hand bat,Slow left-arm orthodox
1295847,Tom Whitney,Tom Whitney,Australia,2002-11-07,Right-hand bat,Right-arm fast-medium
22314,Arnold Warren,Arnold Warren,England,1875-04-02,Right-hand bat,Right-arm fast
1409049,Doug Warren,Douglas Warren,Australia,2001-07-17,Left-hand bat,Slow left-arm orthodox
1108490,Waqar Salamkheil,Mohammad Waqar Salamkheil,Afghanistan,2001-10-02,Right-hand bat,Left-arm wrist-spin
1062334,Matthew Spoors,Matthew Spoors,Canada,1999-05-06,Right-hand bat,Legbreak googly
1194959,Jacob Bethell,Jacob Graham Bethell,England,2003-10-23,Left-hand bat,Slow left-arm orthodox
914541,Sherfane Rutherford,Sherfane Eviston Rutherford,West Indies,1998-08-15,Left-hand bat,Right-arm fast-medium
1363432,Liam Haskett,Liam Haskett,Australia,2001-05-31,Right-hand bat,Left-arm fast-medium
1303197,Jordan Buckingham,Jordan Steven Dermott,Australia,2000-03-17,Right-hand bat,Right-arm fast-medium
1393948,Mahli Beardman,Mahli Beardman,Australia,2005-08-31,Right-hand bat,Right-arm fast-medium
1446918,Callum Stow,Callum James Stow,Australia,2002-08-27,Right-hand bat,Left-arm wrist-spin
1152986,Jafer Chohan,Jafer Ali Chohan,England,2002-07-11,Right-hand bat,Legbreak googly
1469223,Marcus Bean,Marcus Bean,Australia,2004-01-05,Left-hand bat,Left-arm medium-fast
1223047,Josh Brown,Joshua Shane Casson Brown,Australia,1993-12-26,Right-hand bat,Right-arm medium
